CIPCODE,AWLEVEL,YEAR
99.0,7,2005
99.0,8,2005
99.0,9,2005
5.0201,5,2005
9.0101,5,2005
9.0101,7,2005
9.0101,5,2005
11.0101,5,2005
11.0101,7,2005
11.0101,9,2005
11.0101,5,2005
13.0101,8,2005
13.0401,7,2005
13.0401,8,2005
13.0401,9,2005
13.1001,5,2005
13.1001,7,2005
13.1101,7,2005
13.1202,5,2005
13.1202,7,2005
13.1202,5,2005
13.1205,5,2005
13.1205,7,2005
13.1205,5,2005
13.121,5,2005
13.121,7,2005
13.121,9,2005
13.1302,7,2005
13.1307,5,2005
13.1307,7,2005
13.1314,5,2005
13.1314,7,2005
14.0501,5,2005
14.0501,7,2005
14.0501,9,2005
14.0801,5,2005
14.0801,7,2005
14.0801,9,2005
14.0901,9,2005
14.1001,5,2005
14.1001,7,2005
14.1401,9,2005
14.1801,5,2005
14.1801,7,2005
14.1801,9,2005
14.1901,5,2005
14.1901,7,2005
16.0101,5,2005
16.0901,5,2005
16.0905,5,2005
23.0101,5,2005
23.0101,7,2005
23.0101,5,2005
24.0199,5,2005
26.0101,5,2005
26.0101,7,2005
26.0101,9,2005
26.0101,5,2005
26.0102,7,2005
26.0205,9,2005
26.0401,9,2005
26.0502,9,2005
26.0806,9,2005
26.0902,9,2005
26.0906,9,2005
26.0909,7,2005
26.0909,9,2005
26.091,9,2005
26.1007,9,2005
26.1102,7,2005
26.1102,9,2005
26.1309,9,2005
27.0101,5,2005
27.0101,7,2005
27.0101,5,2005
27.0301,9,2005
30.1901,9,2005
30.9999,9,2005
31.0599,9,2005
38.0101,5,2005
38.0101,5,2005
40.0501,5,2005
40.0501,7,2005
40.0501,9,2005
40.0501,5,2005
40.0801,5,2005
40.0801,7,2005
40.0801,9,2005
40.0801,5,2005
42.0101,5,2005
42.0101,7,2005
42.0101,9,2005
42.0101,5,2005
42.1701,7,2005
43.0106,7,2005
43.0199,5,2005
43.0199,7,2005
43.0199,5,2005
44.0401,7,2005
44.0701,5,2005
45.0201,5,2005
45.0201,5,2005
45.1001,5,2005
45.1001,5,2005
45.1101,5,2005
45.1101,7,2005
45.1101,9,2005
45.9999,5,2005
50.0101,5,2005
50.0701,5,2005
50.0703,7,2005
50.0901,5,2005
51.0401,10,2005
51.0501,7,2005
51.0601,2,2005
51.0701,7,2005
51.0701,9,2005
51.0706,5,2005
51.0799,7,2005
51.0904,2,2005
51.0905,5,2005
51.0907,4,2005
51.0907,5,2005
51.0908,4,2005
51.0908,5,2005
51.0912,5,2005
51.1002,5,2005
51.1005,5,2005
51.1005,7,2005
51.1201,10,2005
51.1601,5,2005
51.1601,7,2005
51.1601,9,2005
51.1604,7,2005
51.1608,9,2005
51.1701,10,2005
51.2201,7,2005
51.2201,9,2005
51.2202,9,2005
51.2306,7,2005
51.2308,7,2005
51.2308,9,2005
51.3101,6,2005
51.3102,7,2005
51.9999,5,2005
52.0201,5,2005
52.0201,7,2005
52.0201,5,2005
52.0299,5,2005
52.0299,5,2005
52.0301,5,2005
52.0301,7,2005
52.0301,5,2005
52.0601,5,2005
52.0601,5,2005
52.0801,5,2005
52.0801,5,2005
52.1201,5,2005
52.1401,5,2005
54.0101,5,2005
54.0101,7,2005
99.0,2,2005
99.0,4,2005
99.0,5,2005
99.0,6,2005
99.0,7,2005
99.0,8,2005
99.0,9,2005
99.0,10,2005
99.0,5,2005
24.0101,5,2005
39.0201,5,2005
39.0201,7,2005
39.0602,10,2005
39.0699,9,2005
39.0701,7,2005
39.0701,9,2005
99.0,5,2005
99.0,7,2005
99.0,9,2005
99.0,10,2005
11.0101,5,2005
11.0101,7,2005
11.0101,9,2005
11.0101,5,2005
13.1202,5,2005
13.1401,6,2005
14.0101,7,2005
14.0701,5,2005
14.0801,5,2005
14.0801,9,2005
14.0901,5,2005
14.0901,6,2005
14.0901,7,2005
14.0901,9,2005
14.0901,5,2005
14.1001,5,2005
14.1001,9,2005
14.1001,5,2005
14.1901,5,2005
14.1901,9,2005
14.3501,5,2005
14.3501,9,2005
14.9999,5,2005
14.9999,7,2005
14.9999,9,2005
14.9999,5,2005
16.0101,5,2005
16.0101,5,2005
23.0101,5,2005
23.0101,7,2005
23.0101,5,2005
23.1001,5,2005
23.1001,5,2005
23.1101,6,2005
26.0101,5,2005
26.0101,7,2005
26.0101,5,2005
26.1201,9,2005
27.0101,5,2005
27.0101,7,2005
27.0101,5,2005
27.0301,9,2005
30.9999,6,2005
30.9999,7,2005
30.9999,9,2005
38.0101,5,2005
38.0101,5,2005
40.0401,7,2005
40.0401,9,2005
40.0501,5,2005
40.0501,7,2005
40.0501,5,2005
40.0801,5,2005
40.0801,7,2005
40.0801,9,2005
40.0801,5,2005
42.0101,5,2005
42.0101,7,2005
42.0101,5,2005
44.0401,7,2005
45.1001,5,2005
45.1001,5,2005
45.1101,5,2005
45.1101,5,2005
50.0701,5,2005
50.0701,5,2005
50.0901,5,2005
50.0901,5,2005
51.1601,5,2005
51.1601,7,2005
51.1699,8,2005
52.0201,5,2005
52.0201,7,2005
52.0201,5,2005
52.0301,5,2005
52.0301,6,2005
52.0301,7,2005
52.0301,5,2005
52.0801,5,2005
52.0801,5,2005
52.1001,6,2005
52.1201,5,2005
52.1201,7,2005
52.1201,5,2005
52.1401,5,2005
52.1401,5,2005
54.0101,5,2005
54.0101,7,2005
54.0101,5,2005
99.0,5,2005
99.0,6,2005
99.0,7,2005
99.0,8,2005
99.0,9,2005
99.0,5,2005
9.0101,5,2005
11.0401,5,2005
11.0701,5,2005
13.0101,8,2005
13.0401,7,2005
13.0401,9,2005
13.0501,7,2005
13.1001,5,2005
13.1001,7,2005
13.1101,7,2005
13.1101,8,2005
13.1202,5,2005
13.1205,5,2005
13.1205,7,2005
13.1206,7,2005
13.121,5,2005
13.121,7,2005
13.1312,5,2005
13.1314,5,2005
23.0101,5,2005
26.0101,5,2005
26.0101,7,2005
26.0502,9,2005
26.1302,5,2005
27.0101,5,2005
27.0101,7,2005
31.0301,5,2005
40.0501,5,2005
40.0801,5,2005
42.0101,5,2005
43.0104,5,2005
44.0201,5,2005
44.0701,5,2005
44.9999,7,2005
45.1001,5,2005
45.1101,5,2005
50.0402,5,2005
50.0501,5,2005
50.0701,5,2005
50.0901,5,2005
51.0706,5,2005
51.2306,5,2005
51.2308,9,2005
52.0201,5,2005
52.0301,5,2005
52.0301,7,2005
52.0801,5,2005
52.1401,5,2005
54.0101,5,2005
99.0,5,2005
99.0,7,2005
99.0,8,2005
99.0,9,2005
3.0104,5,2005
3.0104,5,2005
5.0102,5,2005
5.0102,7,2005
5.0102,5,2005
5.0103,5,2005
5.0107,5,2005
5.0107,7,2005
5.0207,7,2005
9.0101,5,2005
9.0101,7,2005
9.0101,5,2005
9.0102,9,2005
9.0401,5,2005
9.0401,7,2005
9.0401,5,2005
9.0701,5,2005
9.0701,7,2005
9.0701,5,2005
9.0902,5,2005
9.0902,5,2005
9.0903,5,2005
9.0903,7,2005
9.0903,5,2005
11.0101,5,2005
11.0101,7,2005
11.0101,9,2005
13.0401,7,2005
13.0401,8,2005
13.0401,9,2005
13.0404,9,2005
13.0406,7,2005
13.0406,9,2005
13.0408,9,2005
13.0409,9,2005
13.0603,9,2005
13.1001,5,2005
13.1001,7,2005
13.1001,8,2005
13.1001,9,2005
13.1101,7,2005
13.1101,8,2005
13.1101,9,2005
13.1202,5,2005
13.1202,7,2005
13.1202,8,2005
13.1202,9,2005
13.1205,5,2005
13.1205,7,2005
13.1205,8,2005
13.1205,9,2005
13.121,5,2005
13.121,7,2005
13.1312,5,2005
13.1314,5,2005
13.1314,7,2005
13.1401,7,2005
14.0101,7,2005
14.0201,5,2005
14.0201,7,2005
14.0701,5,2005
14.0701,7,2005
14.0701,9,2005
14.0801,5,2005
14.0801,7,2005
14.0801,9,2005
14.1001,5,2005
14.1001,7,2005
14.1001,9,2005
14.1101,7,2005
14.1101,9,2005
14.1401,7,2005
14.1801,9,2005
14.1901,5,2005
14.1901,7,2005
14.1901,9,2005
14.2001,5,2005
14.2001,7,2005
14.3501,5,2005
14.3501,7,2005
16.0402,5,2005
16.0402,5,2005
16.0501,5,2005
16.0501,7,2005
16.0501,5,2005
16.09,7,2005
16.09,9,2005
16.0901,5,2005
16.0901,5,2005
16.0905,5,2005
16.0905,5,2005
16.12,5,2005
16.12,5,2005
19.0101,5,2005
19.0101,7,2005
19.0401,5,2005
19.0701,5,2005
19.0799,5,2005
19.0799,5,2005
19.0901,5,2005
22.0101,10,2005
22.0299,7,2005
23.0101,5,2005
23.0101,7,2005
23.0101,9,2005
23.0101,5,2005
23.0501,7,2005
25.0101,7,2005
26.0101,5,2005
26.0101,7,2005
26.0101,9,2005
26.0502,5,2005
26.1302,5,2005
26.1302,7,2005
27.0101,5,2005
27.0101,7,2005
27.0101,9,2005
27.0101,5,2005
27.0301,9,2005
27.0502,7,2005
27.0502,9,2005
30.9999,5,2005
30.9999,9,2005
31.0505,9,2005
31.0599,9,2005
38.0101,5,2005
38.0101,5,2005
38.0201,5,2005
38.0201,5,2005
40.0501,5,2005
40.0501,7,2005
40.0501,9,2005
40.0501,5,2005
40.0601,5,2005
40.0601,7,2005
40.0601,9,2005
40.0801,5,2005
40.0801,7,2005
40.0801,9,2005
40.0801,5,2005
42.0101,5,2005
42.0101,7,2005
42.0101,9,2005
42.0101,5,2005
42.0601,7,2005
42.1701,9,2005
42.1801,7,2005
42.1801,8,2005
42.1801,9,2005
43.0104,5,2005
43.0104,7,2005
43.0104,5,2005
44.0401,7,2005
44.0401,9,2005
44.0701,5,2005
44.0701,7,2005
44.0701,9,2005
45.0201,5,2005
45.0201,7,2005
45.0201,9,2005
45.0201,5,2005
45.0701,5,2005
45.0701,7,2005
45.0901,5,2005
45.0901,5,2005
45.1001,5,2005
45.1001,7,2005
45.1001,9,2005
45.1001,5,2005
50.0301,5,2005
50.0301,5,2005
50.0408,5,2005
50.0501,5,2005
50.0501,7,2005
50.0501,5,2005
50.0702,5,2005
50.0702,7,2005
50.0702,5,2005
50.0703,5,2005
50.0703,7,2005
50.0799,7,2005
50.0901,5,2005
50.0901,7,2005
50.0901,9,2005
51.0203,7,2005
51.0204,5,2005
51.0702,5,2005
51.0913,5,2005
51.1601,5,2005
51.1699,6,2005
51.1699,7,2005
51.231,7,2005
51.3101,5,2005
51.9999,5,2005
51.9999,7,2005
51.9999,5,2005
52.0201,5,2005
52.0201,7,2005
52.0201,9,2005
52.0301,5,2005
52.0301,7,2005
52.0301,9,2005
52.0601,5,2005
52.0601,7,2005
52.0601,9,2005
52.0601,5,2005
52.0801,5,2005
52.0801,7,2005
52.0801,9,2005
52.0905,5,2005
52.1201,5,2005
52.1301,5,2005
52.1301,7,2005
52.1301,9,2005
52.1401,5,2005
52.1401,7,2005
52.1401,9,2005
52.1601,7,2005
54.0101,5,2005
54.0101,7,2005
54.0101,9,2005
54.0101,5,2005
99.0,5,2005
99.0,6,2005
99.0,7,2005
99.0,8,2005
99.0,9,2005
99.0,10,2005
99.0,5,2005
11.0101,1,2005
11.0101,2,2005
11.0101,3,2005
12.0401,2,2005
12.0401,3,2005
15.0506,3,2005
15.0599,2,2005
15.0599,3,2005
15.1301,2,2005
15.1301,3,2005
19.0708,1,2005
24.0101,3,2005
24.0102,3,2005
30.9999,3,2005
43.0107,1,2005
43.0202,1,2005
47.0105,1,2005
47.0105,2,2005
47.0105,3,2005
47.0201,1,2005
47.0201,2,2005
47.0604,1,2005
48.0503,1,2005
48.0503,2,2005
48.0503,3,2005
48.0508,1,2005
48.0508,2,2005
48.0508,3,2005
48.0599,1,2005
48.0703,2,2005
51.0904,1,2005
51.0904,3,2005
51.1601,3,2005
51.1613,2,2005
52.0101,1,2005
52.0201,3,2005
52.0401,2,2005
52.0401,3,2005
52.0408,2,2005
52.1908,1,2005
99.0,1,2005
99.0,2,2005
99.0,3,2005
11.0101,5,2005
13.1001,5,2005
13.1202,5,2005
13.1205,5,2005
13.1209,5,2005
13.132,5,2005
15.0499,5,2005
23.0101,5,2005
23.0101,5,2005
24.0101,5,2005
26.0101,5,2005
26.0101,5,2005
27.0101,5,2005
27.0101,5,2005
30.9999,5,2005
30.9999,5,2005
31.0504,5,2005
31.0504,5,2005
38.0201,5,2005
40.0501,5,2005
40.0501,5,2005
41.9999,5,2005
42.0101,5,2005
42.0101,5,2005
43.0104,5,2005
43.0104,5,2005
43.0201,5,2005
43.0201,5,2005
45.1001,5,2005
45.1101,5,2005
45.1101,5,2005
50.0701,5,2005
51.9999,5,2005
52.0201,5,2005
52.0201,5,2005
52.0301,5,2005
52.0301,5,2005
52.1001,5,2005
52.9999,5,2005
52.9999,5,2005
54.0101,5,2005
54.0101,5,2005
99.0,5,2005
99.0,5,2005
9.0101,5,2005
13.0401,7,2005
13.0401,8,2005
13.1101,7,2005
13.1101,8,2005
13.1202,5,2005
13.1202,7,2005
13.1202,8,2005
13.1205,5,2005
13.1205,7,2005
13.1205,8,2005
16.0101,5,2005
23.0101,5,2005
24.0101,5,2005
24.0101,7,2005
26.0101,5,2005
26.0101,5,2005
27.0101,5,2005
40.0101,5,2005
40.0101,5,2005
42.0101,5,2005
42.0101,7,2005
42.0101,5,2005
43.0104,5,2005
43.0104,7,2005
44.0401,7,2005
45.1001,5,2005
45.1001,7,2005
45.1101,5,2005
50.0701,5,2005
50.0701,5,2005
51.1601,5,2005
52.0101,5,2005
52.0101,7,2005
52.0101,7,2005
52.0201,5,2005
52.0201,5,2005
52.0301,5,2005
52.0301,5,2005
52.0601,5,2005
52.0801,5,2005
52.0801,5,2005
52.1001,5,2005
52.1201,5,2005
52.1201,5,2005
52.1401,5,2005
54.0101,5,2005
99.0,5,2005
99.0,7,2005
99.0,8,2005
99.0,5,2005
99.0,7,2005
1.0103,5,2005
1.0103,7,2005
1.0303,5,2005
1.0303,7,2005
1.0303,9,2005
1.0901,5,2005
1.0901,7,2005
1.0901,9,2005
1.0907,5,2005
1.1103,5,2005
1.1103,7,2005
1.1199,5,2005
1.1199,7,2005
1.1199,9,2005
3.0104,5,2005
3.0502,5,2005
3.0599,7,2005
3.0599,9,2005
3.0601,5,2005
4.0201,5,2005
4.0301,7,2005
4.0401,5,2005
4.0501,5,2005
4.0601,7,2005
9.0401,5,2005
9.0401,5,2005
9.0701,5,2005
9.0902,5,2005
11.0101,5,2005
13.0101,8,2005
13.0401,7,2005
13.0401,9,2005
13.0501,7,2005
13.1099,5,2005
13.1099,7,2005
13.1099,9,2005
13.1101,7,2005
13.1101,9,2005
13.1201,5,2005
13.1202,5,2005
13.1205,7,2005
13.1205,9,2005
13.1206,7,2005
13.1206,9,2005
13.121,5,2005
13.1305,5,2005
13.1306,5,2005
13.1307,5,2005
13.1311,5,2005
13.1312,5,2005
13.1314,5,2005
13.1314,7,2005
13.1314,9,2005
13.1316,5,2005
13.1317,5,2005
13.1319,5,2005
13.1319,7,2005
13.1319,9,2005
14.0201,5,2005
14.0201,7,2005
14.0201,9,2005
14.0301,5,2005
14.0401,5,2005
14.0401,7,2005
14.0701,5,2005
14.0701,7,2005
14.0701,9,2005
14.0801,5,2005
14.0801,7,2005
14.0801,9,2005
14.0901,5,2005
14.0901,7,2005
14.0901,9,2005
14.1001,5,2005
14.1001,7,2005
14.1001,9,2005
14.1001,5,2005
14.1801,5,2005
14.1801,7,2005
14.1801,9,2005
14.1901,5,2005
14.1901,7,2005
14.1901,9,2005
14.2801,5,2005
14.2801,7,2005
14.2801,9,2005
14.3501,5,2005
14.3501,7,2005
14.3501,9,2005
14.9999,5,2005
14.9999,5,2005
16.0501,5,2005
16.0501,5,2005
16.0901,5,2005
16.0905,5,2005
16.0905,7,2005
16.0905,5,2005
19.0799,5,2005
19.0799,7,2005
19.0799,9,2005
19.0905,5,2005
19.0905,7,2005
23.0101,5,2005
23.0101,7,2005
23.0101,9,2005
23.0101,5,2005
23.1001,5,2005
23.1001,7,2005
23.1101,7,2005
26.0101,5,2005
26.0101,7,2005
26.0101,9,2005
26.0204,5,2005
26.0503,5,2005
26.0701,5,2005
26.1302,5,2005
27.0101,5,2005
27.0101,7,2005
27.0101,9,2005
27.0101,5,2005
27.0301,5,2005
27.0301,7,2005
27.0399,5,2005
27.0501,7,2005
30.1901,5,2005
30.1901,7,2005
30.1901,9,2005
38.0101,5,2005
38.0101,5,2005
40.0501,5,2005
40.0501,7,2005
40.0501,9,2005
40.0601,5,2005
40.0601,7,2005
40.0801,5,2005
40.0801,7,2005
40.0801,9,2005
42.0101,5,2005
42.0101,7,2005
42.0101,9,2005
42.0101,5,2005
42.0201,7,2005
42.0201,9,2005
42.0601,9,2005
44.0401,5,2005
44.0401,7,2005
44.0401,9,2005
44.0401,5,2005
44.0701,5,2005
45.0201,5,2005
45.0401,5,2005
45.0401,5,2005
45.0601,5,2005
45.0601,5,2005
45.0701,5,2005
45.1001,5,2005
45.1001,5,2005
45.1101,5,2005
45.1101,7,2005
50.0401,5,2005
50.0404,5,2005
50.0404,7,2005
50.0408,5,2005
50.0501,5,2005
50.0702,5,2005
50.0702,5,2005
51.0204,5,2005
51.0204,7,2005
51.0701,5,2005
51.1005,5,2005
51.1099,5,2005
51.1601,5,2005
51.2001,10,2005
51.2003,7,2005
51.2003,9,2005
51.2401,10,2005
51.2501,7,2005
51.2501,9,2005
52.0201,5,2005
52.0201,7,2005
52.0201,9,2005
52.0201,5,2005
52.0203,5,2005
52.0203,5,2005
52.0205,5,2005
52.0301,5,2005
52.0301,7,2005
52.0301,5,2005
52.0601,5,2005
52.0601,7,2005
52.0601,9,2005
52.0601,5,2005
52.0801,5,2005
52.0801,5,2005
52.0999,5,2005
52.1001,5,2005
52.1001,5,2005
52.1101,5,2005
52.1201,7,2005
52.1401,5,2005
52.1401,5,2005
54.0101,5,2005
54.0101,7,2005
54.0101,9,2005
54.0101,5,2005
99.0,5,2005
99.0,7,2005
99.0,8,2005
99.0,9,2005
99.0,10,2005
99.0,5,2005
1.0603,1,2005
1.0603,3,2005
10.0305,1,2005
10.0305,2,2005
11.0101,1,2005
11.0101,3,2005
15.0501,1,2005
15.0501,2,2005
15.0803,3,2005
15.1301,1,2005
15.1301,2,2005
15.1301,3,2005
30.9999,3,2005
46.0499,1,2005
46.0499,3,2005
47.0105,1,2005
47.0105,2,2005
47.0105,3,2005
47.0303,1,2005
47.0604,1,2005
47.0604,2,2005
47.0605,1,2005
47.0605,2,2005
48.0508,1,2005
48.0508,2,2005
50.0402,1,2005
50.0402,2,2005
51.0601,2,2005
51.0904,1,2005
51.1613,2,2005
52.0302,1,2005
52.0302,3,2005
52.0401,1,2005
52.0401,3,2005
99.0,1,2005
99.0,2,2005
99.0,3,2005
11.0701,5,2005
13.1205,5,2005
13.1206,5,2005
13.1302,5,2005
13.1312,5,2005
13.9999,5,2005
14.0101,5,2005
16.0501,5,2005
16.0901,5,2005
16.0905,5,2005
23.0101,5,2005
26.0101,5,2005
26.0202,5,2005
27.0101,5,2005
30.0801,5,2005
30.1001,5,2005
30.9999,5,2005
38.0101,5,2005
38.0201,5,2005
40.0501,5,2005
40.0801,5,2005
42.0101,5,2005
45.0601,5,2005
45.0901,5,2005
45.1001,5,2005
45.1101,5,2005
50.0301,5,2005
50.0501,5,2005
50.0699,5,2005
50.0701,5,2005
50.0702,5,2005
50.0703,5,2005
50.0708,5,2005
50.0709,5,2005
50.0901,5,2005
50.0901,7,2005
50.0904,5,2005
50.0907,5,2005
50.0908,5,2005
50.0999,5,2005
51.0702,5,2005
52.0201,5,2005
52.0201,7,2005
52.0299,5,2005
52.0301,5,2005
52.1101,5,2005
54.0101,5,2005
99.0,5,2005
99.0,7,2005
11.0101,1,2005
11.0101,2,2005
11.0101,3,2005
24.0101,3,2005
24.0102,3,2005
30.9999,3,2005
43.0107,1,2005
43.0107,2,2005
43.0107,3,2005
43.0202,2,2005
43.0202,3,2005
50.0401,3,2005
50.0902,3,2005
51.0904,1,2005
51.1601,3,2005
51.1613,2,2005
52.0201,3,2005
52.0401,1,2005
52.0401,2,2005
52.0401,3,2005
99.0,1,2005
99.0,2,2005
99.0,3,2005
13.1202,5,2005
13.1209,3,2005
13.121,5,2005
24.0101,3,2005
52.0201,5,2005
99.0,3,2005
99.0,5,2005
11.0101,3,2005
11.0101,5,2005
22.0302,3,2005
22.0302,5,2005
51.0801,3,2005
51.0806,3,2005
52.0201,3,2005
52.0201,5,2005
52.0301,3,2005
99.0,3,2005
99.0,5,2005
11.0101,1,2005
11.0101,2,2005
11.0101,3,2005
15.0803,2,2005
15.0803,3,2005
15.1202,1,2005
19.0708,2,2005
19.0708,3,2005
22.0302,1,2005
22.0302,3,2005
24.0101,3,2005
24.0102,3,2005
30.9999,3,2005
43.0107,1,2005
45.0702,1,2005
47.0607,2,2005
47.0607,3,2005
47.0608,2,2005
47.0608,3,2005
47.0609,2,2005
47.0609,3,2005
51.0707,1,2005
51.0707,3,2005
51.0904,1,2005
52.0201,2,2005
52.0201,3,2005
52.0401,2,2005
52.0401,3,2005
99.0,1,2005
99.0,2,2005
99.0,3,2005
1.0605,2,2005
1.0605,3,2005
11.0101,1,2005
11.0101,2,2005
11.0101,3,2005
15.0599,2,2005
15.0599,3,2005
15.1202,1,2005
19.0708,1,2005
22.0302,3,2005
22.0303,3,2005
24.0101,3,2005
24.0102,3,2005
31.0301,2,2005
31.0301,3,2005
47.9999,2,2005
50.0402,1,2005
50.0402,2,2005
50.0402,3,2005
51.0601,2,2005
51.0601,3,2005
51.0904,1,2005
51.0909,2,2005
51.0909,3,2005
51.1601,3,2005
51.1613,2,2005
52.0201,3,2005
52.0401,3,2005
52.0901,1,2005
52.0901,2,2005
52.0901,3,2005
52.1501,1,2005
99.0,1,2005
99.0,2,2005
99.0,3,2005
11.0101,3,2005
11.0101,5,2005
13.1202,5,2005
13.1305,5,2005
22.0101,10,2005
22.9999,3,2005
22.9999,5,2005
23.0101,5,2005
24.0101,3,2005
24.0101,5,2005
26.0101,5,2005
27.0101,5,2005
31.0504,5,2005
31.0599,5,2005
39.0201,5,2005
39.0201,7,2005
42.0101,5,2005
43.0104,3,2005
43.0104,5,2005
43.0104,7,2005
50.0799,5,2005
50.0901,5,2005
51.1505,5,2005
52.0101,5,2005
52.0101,7,2005
52.0201,3,2005
52.0201,5,2005
52.1001,5,2005
54.0101,5,2005
99.0,3,2005
99.0,5,2005
99.0,7,2005
99.0,10,2005
11.0101,1,2005
51.0716,1,2005
51.0801,1,2005
52.0302,1,2005
52.0401,1,2005
52.9999,1,2005
99.0,1,2005
1.0303,1,2005
9.9999,3,2005
10.0202,3,2005
11.0101,1,2005
11.0101,3,2005
12.0401,1,2005
12.0401,2,2005
15.0201,1,2005
15.0201,2,2005
15.0201,3,2005
15.0303,1,2005
15.0303,2,2005
15.0303,3,2005
15.0501,1,2005
15.0501,2,2005
15.0501,3,2005
15.1301,1,2005
15.1301,3,2005
19.0505,1,2005
19.0505,2,2005
19.0708,1,2005
19.0708,2,2005
19.0708,3,2005
22.0302,3,2005
22.0303,1,2005
22.0303,2,2005
22.0303,3,2005
24.0101,3,2005
24.0102,3,2005
43.0107,3,2005
46.0101,1,2005
46.0101,2,2005
46.0201,1,2005
46.0302,1,2005
46.0302,3,2005
46.0303,2,2005
46.0401,1,2005
47.0105,3,2005
47.0303,1,2005
47.0303,2,2005
47.0303,3,2005
47.0603,1,2005
47.0603,2,2005
47.0604,1,2005
47.0604,2,2005
47.0605,2,2005
47.0606,1,2005
48.0303,1,2005
48.0507,1,2005
48.0507,2,2005
48.0507,3,2005
48.0508,1,2005
48.0508,2,2005
48.0702,2,2005
51.0904,1,2005
51.0904,2,2005
51.0904,3,2005
51.0907,3,2005
51.0909,1,2005
51.1004,3,2005
51.1501,3,2005
51.1601,3,2005
51.1613,2,2005
51.1614,1,2005
51.3501,1,2005
52.0302,3,2005
52.0401,1,2005
52.0401,2,2005
52.0401,3,2005
52.0408,1,2005
52.1801,3,2005
99.0,1,2005
99.0,2,2005
99.0,3,2005
11.0101,2,2005
11.0101,3,2005
12.0401,1,2005
12.0401,2,2005
15.0501,2,2005
15.0501,3,2005
15.0803,2,2005
15.0803,3,2005
15.1301,2,2005
15.1301,3,2005
24.0101,3,2005
24.0102,3,2005
46.0101,2,2005
46.0302,2,2005
46.0302,3,2005
46.0503,2,2005
46.0503,3,2005
47.0105,2,2005
47.0105,3,2005
47.0603,2,2005
47.0606,1,2005
47.0607,2,2005
47.0607,3,2005
47.0608,2,2005
47.0608,3,2005
47.0609,3,2005
48.0303,1,2005
48.0507,2,2005
48.0507,3,2005
48.0508,2,2005
48.0703,2,2005
49.0102,3,2005
51.0708,1,2005
51.0801,3,2005
51.0806,3,2005
51.0904,1,2005
51.0904,2,2005
51.0904,3,2005
51.0907,3,2005
51.0908,2,2005
51.0908,3,2005
51.1004,3,2005
51.1601,3,2005
51.1613,2,2005
51.1801,2,2005
51.1801,3,2005
52.0302,2,2005
52.0302,3,2005
52.0401,2,2005
52.0401,3,2005
99.0,1,2005
99.0,2,2005
99.0,3,2005
1.0301,2,2005
11.0101,3,2005
12.0401,2,2005
15.1301,2,2005
15.1301,3,2005
19.0505,2,2005
19.0708,1,2005
19.0708,3,2005
22.0302,3,2005
24.0101,3,2005
24.0102,3,2005
